idade_min,idade_max,altura_min,pe,campeonatos,posicoes,valor_max,minutos_min,nome,indice
18,25,176,Direito,"['liga_espanhola', 'liga_portugal']","['Ponta de Lança', 'Segundo Avançado']",15,625,Pontas de Lança Sub 25,Pontas de Lança
